road_id,osm_id,highway_class,name,maxspeed,maxspeed_effective,oneway,oneway_effective,sidewalk,lit,geometry_wkt,lon,lat
road_01240,439972757,service,,0,,B,B,,,"LINESTRING (193231.881602 676630.618393, 193231.853739 676546.861232, 193231.847377 676544.399431, 193233.638964 676540.646629)",34.92636599950965,32.1821139006333
road_01241,439972758,service,,0,,B,B,,,"LINESTRING (193248.595994 676631.828293, 193250.614526 676555.28496, 193251.048549 676551.713096)",34.92656469950965,32.1821903006333
road_01242,439972759,service,,0,,B,B,,,"LINESTRING (193266.243446 676632.814028, 193267.537961 676560.708274, 193267.615482 676557.858133)",34.92674399950964,32.18223960063332
road_01243,439972760,service,,0,,B,B,,,"LINESTRING (193281.534428 676634.27162, 193282.179246 676562.522402, 193282.103963 676558.929675)",34.92689919950964,32.18225630063332
road_01244,439972761,service,,0,,B,B,,,"LINESTRING (193298.419189 676635.725127, 193299.001764 676558.076582)",34.92707769950964,32.18221660063333
road_01245,439972762,service,,0,,B,B,,,"LINESTRING (193315.876215 676636.012815, 193316.626881 676554.005758)",34.92725449950967,32.182919800633265
road_01246,439972763,service,,0,,B,B,,,"LINESTRING (193335.036908 676635.020881, 193335.979001 676543.055174)",34.92745769950967,32.18291130063328
road_01247,439972764,service,,0,,B,B,,,"LINESTRING (193352.717161 676634.099327, 193352.235138 676549.378577)",34.92764519950966,32.182903400633286
road_01248,446189099,motorway_link,,0,,F,F,,,"LINESTRING (191845.834492 675153.412191, 191835.38842 675155.148354, 191827.176088 675156.268538, 191820.659595 675156.6744, 191814.716254 675156.26919, 191810.100567 675155.028673, 191805.189163 675152.569145, 191801.540504 675149.684787, 191798.200775 675145.945717, 191787.664654 675131.946516, 191774.677217 675114.882285, 191770.050317 675109.538791, 191765.614896 675105.237167, 191761.172944 675102.000132, 191756.818118 675099.583466, 191750.36014 675097.250166, 191745.345045 675095.940481)",34.91109339950921,32.16932000063371
road_01249,448310417,residential,הר שוקף,0,,B,B,,,"LINESTRING (192858.950352 676345.596887, 192848.574167 676301.644058)",34.92241749950965,32.180290200633245
road_01250,448310925,footway,הר רותם,0,,B,B,,,"LINESTRING (192846.905163 676294.562393, 192845.446606 676288.611282)",34.92227589950961,32.179776000633304
road_01251,448311426,residential,הר רותם,0,,B,B,,,"LINESTRING (192845.446606 676288.611282, 192823.087466 676195.908236, 192810.595345 676143.61079)",34.922041399509574,32.17893950063338
road_01252,448311428,footway,הר שוקף,0,,B,B,,,"LINESTRING (192848.574167 676301.644058, 192846.905163 676294.562393)",34.92230869950962,32.17989360063327
road_01253,448340272,residential,הר מירון,0,,B,B,,,"LINESTRING (192803.788742 676119.509516, 192839.912435 676109.534173, 192885.017658 676097.073622, 192897.165733 676093.715043, 192967.604063 676074.268894)",34.92270079950948,32.1780497006335
road_01254,452875349,footway,,0,,B,B,,,"LINESTRING (193387.164454 676893.455279, 193368.456287 676897.872541, 193349.813691 676902.11224)",34.927804899509816,32.18528240063305
road_01255,452875350,service,,0,,F,F,,,"LINESTRING (193378.884351 676772.326292, 193384.360589 676771.181112)",34.92797699950974,32.184140300633175
road_01256,452875351,service,,0,,B,B,,,"LINESTRING (193345.596899 676883.260242, 193349.813691 676902.11224, 193352.490004 676912.35184, 193367.661818 676970.320791, 193380.204048 676966.562551)",34.92763519950985,32.185412600633036
road_01257,452875352,service,,0,,F,F,,,"LINESTRING (193267.260854 676752.952533, 193265.452654 676735.646852)",34.926717099509744,32.18381710063312
road_01258,452875353,footway,,0,,B,B,,,"LINESTRING (193189.459419 676920.978688, 193199.392235 676962.038731, 193200.041002 676968.579723, 193198.876386 676974.060839, 193196.817108 676976.372738, 193198.818549 676984.507084, 193201.628137 676995.178783)",34.92601039950994,32.18585710063289
road_01259,452875354,footway,,0,,B,B,,,"LINESTRING (193314.727761 676966.232039, 193209.667136 676993.19518)",34.92723329950989,32.18589760063295
road_01260,452934749,service,,0,,F,F,,,"LINESTRING (193286.894344 676664.786548, 193275.466952 676665.802973, 193269.982039 676667.258732, 193265.291104 676669.411069, 193261.481201 676673.102541, 193258.909977 676678.054993, 193257.725773 676683.281096, 193257.564573 676690.245573, 193258.389637 676695.677184, 193260.255256 676698.688648, 193262.224925 676701.821826)",34.92667669950973,32.183253000633194
road_01261,452934750,service,,0,,B,B,,,"LINESTRING (193344.599585 676755.913639, 193344.317361 676770.840521)",34.92755239950976,32.18413630063316
road_01262,452934751,service,,0,,B,B,,,"LINESTRING (193344.599585 676755.913639, 193371.475711 676759.138018, 193372.768808 676741.225526, 193373.480635 676724.64524, 193371.185671 676708.682595, 193361.03879 676705.215568, 193345.873179 676704.788836, 193277.239512 676702.193377, 193262.224925 676701.821826, 193263.532484 676718.807209)",34.927570699509715,32.183540700633216
road_01263,452934752,service,,0,,F,F,,,"LINESTRING (193344.317361 676770.840521, 193269.459979 676768.261138, 193267.260854 676752.952533)",34.92675869950978,32.18411130063311
road_01264,452934753,cycleway,,0,,B,B,,,"LINESTRING (193378.884351 676772.326292, 193383.137968 676695.422378)",34.92791889950974,32.184150500633194
road_01265,452934754,service,,0,,B,B,,,"LINESTRING (193378.884351 676772.326292, 193344.317361 676770.840521)",34.92755239950976,32.18413630063316
road_01266,452934755,service,,0,,F,F,,,"LINESTRING (193384.412559 676776.725613, 193378.884351 676772.326292)",34.92797739950974,32.184190300633176
road_01267,452934756,footway,,0,,B,B,,,"LINESTRING (193269.459979 676768.261138, 193265.841502 676780.335603, 193273.923972 676824.361322, 193254.714705 676828.314336, 193262.529911 676867.439281, 193287.811664 676863.215563, 193294.464955 676890.666528)",34.92680449950982,32.18461730063307
road_01268,452934758,footway,,0,,B,B,,,"LINESTRING (193209.667136 676993.19518, 193212.991111 677005.861621)",34.92611849950996,32.18613830063287
road_01269,452934759,footway,,0,,B,B,,,"LINESTRING (193209.667136 676993.19518, 193201.628137 676995.178783, 193147.422631 677009.890515, 193145.731649 677019.664551, 193164.666903 677084.798219)",34.925439799509995,32.1863755006328
road_01270,452934760,footway,,0,,B,B,,,"LINESTRING (193196.817108 676976.372738, 193192.261443 676976.074031, 193189.602384 676972.554526, 193188.828906 676968.841622, 193190.028011 676965.7557, 193192.85923 676962.920605, 193198.232903 676962.274607, 193199.392235 676962.038731)",34.92591099950994,32.18589040063287
road_01271,452934762,footway,,0,,B,B,,,"LINESTRING (193368.456287 676897.872541, 193367.571721 676891.276699, 193360.869907 676892.547023)",34.927795699509836,32.18522290063307
road_01272,452934763,service,,0,,B,B,,,"LINESTRING (193352.490004 676912.35184, 193382.406884 676906.342148)",34.92763519950985,32.185412600633036
road_01273,469070926,footway,,0,,B,B,,,"LINESTRING (192314.295799 674972.003959, 192312.019884 674963.925981, 192311.429393 674961.798424)",34.91665739950893,32.16781760063421
road_01274,478815931,footway,,0,,B,B,,,"LINESTRING (192884.15312 676667.29709, 192883.939383 676643.300466)",34.92267579950986,32.183191800632954
road_01275,478815933,service,,0,,B,B,,,"LINESTRING (192990.697427 676658.60186, 192993.229398 676685.653077, 192996.712653 676723.092461)",34.92383189950982,32.18335990063301
road_01276,478815936,footway,,0,,B,B,,,"LINESTRING (192935.115174 676659.512155, 192935.906274 676669.922912, 192941.773208 676677.536997, 192952.753851 676686.024868)",34.92328649950984,32.18328550063299
road_01277,478815937,steps,,0,,B,B,,,"LINESTRING (192884.15312 676667.29709, 192876.627874 676667.472051)",34.92267579950986,32.183191800632954
road_01278,478815938,steps,,0,,B,B,,,"LINESTRING (192883.939383 676643.300466, 192877.026328 676643.174413)",34.92267419950985,32.18297540063298
road_01279,478815939,footway,,0,,B,B,,,"LINESTRING (192877.026328 676643.174413, 192876.438217 676638.274496)",34.92260089950984,32.182974100632975
road_01280,478815940,footway,,0,,B,B,,,"LINESTRING (192876.627874 676667.472051, 192876.364346 676660.475411)",34.922595999509866,32.18319320063297
road_01281,480629213,secondary_link,,0,,F,F,,,"LINESTRING (194029.0301 675959.430504, 194019.699308 675954.397188, 194014.319965 675953.013427, 194009.518822 675952.781501, 194005.209608 675953.147162, 193996.904388 675954.665042, 193963.290957 675962.145951, 193930.123244 675970.579526)",34.93413739950901,32.176857900634324
road_01282,484262558,footway,,0,,B,B,,,"LINESTRING (192636.439285 676664.710793, 192639.700296 676663.948103, 192645.888583 676661.037448, 192722.489846 676648.614946, 192876.438217 676638.274496, 192883.547722 676637.790124, 192933.916642 676637.547442, 193054.307795 676636.934043, 193188.233296 676640.4455)",34.92320429950984,32.18292470063304
road_01283,484262559,secondary,בן יהודה,60,60,F,F,no,,"LINESTRING (192894.751952 676648.794612, 192934.915277 676647.979835, 193070.174881 676645.9527, 193232.1198 676646.153841, 193264.116615 676649.176187, 193293.219429 676652.682934, 193361.541406 676662.298812, 193386.6343 676665.106427, 193395.078114 676666.404358)",34.924648899509776,32.1830037006331
road_01284,484262561,service,,0,,B,B,,,"LINESTRING (193854.590604 676547.444344, 193848.912004 676528.263164, 193860.267601 676524.874467)",34.93290949950941,32.18196040063371
road_01285,484692529,secondary,ויצמן,0,,F,F,,,"LINESTRING (191295.725391 675871.079448, 191287.347161 675873.364911, 191167.526741 675906.089967, 191158.196712 675908.633244, 191051.410771 675937.796953, 191011.499318 675948.698608, 191009.162122 675949.337248, 191003.366243 675950.917085, 190995.327421 675953.113125, 190988.155631 675955.073864, 190985.045661 675955.925374, 190944.097684 675967.107436, 190852.344373 675992.161265, 190820.46231 676000.745567, 190799.93646 676006.281611, 190787.477718 676009.643584, 190759.224069 676017.253062, 190684.688566 676037.336102, 190675.226769 676039.891289, 190617.626893 676055.491094, 190538.115897 676076.864626, 190520.926403 676081.48241)",34.90212499951008,32.17683020063239
road_01286,486416581,footway,,0,,B,B,,,"LINESTRING (193711.892469 676041.658419, 193716.796384 676045.238899, 193717.848087 676047.143583, 193777.038318 676028.330424, 193821.420546 676016.563415, 193856.543344 676005.5962, 193906.753913 675989.922539, 193911.296239 675988.502769, 193984.754079 675968.612538, 194003.593171 675966.724457, 194019.532343 675970.565732, 194020.919603 675970.906022, 194032.170416 675981.889455, 194080.156764 676034.587449, 194081.864112 676042.245852, 194081.729096 676052.370675, 194083.140446 676054.806781, 194090.965171 676061.063736)",34.93358539950905,32.17709440063427
road_01287,487974639,footway,,0,,B,B,,,"LINESTRING (193185.547686 676291.584164, 193185.458916 676308.295912, 193156.844276 676307.959731)",34.925880599509505,32.17996150063349
road_01288,487974640,footway,,0,,B,B,,,"LINESTRING (193186.786354 676198.098479, 193187.012185 676190.612643, 193187.657923 676185.033073, 193188.457027 676180.406783, 193190.349048 676175.356272, 193193.010558 676172.455087, 193196.423153 676171.880703)",34.92591589950943,32.17880830063362
road_01289,487974642,footway,,0,,B,B,,,"LINESTRING (193277.068502 676292.312405, 193277.597286 676299.873917, 193238.706667 676301.038892, 193233.691849 676302.005526, 193193.97321 676303.904704, 193194.185842 676291.31784, 193185.547686 676291.584164, 193186.786354 676198.098479)",34.92597359950949,32.179808600633514
road_01290,488083141,path,,0,,B,B,,,"LINESTRING (193433.822761 676263.188028, 193425.291661 676261.08077, 193427.767512 676255.640682, 193423.243282 676253.013044)",34.92845129950938,32.17949230063369
road_01291,489126581,path,,0,,B,B,,,"LINESTRING (194032.170416 675981.889455, 194041.735122 675974.890361)",34.934968799508994,32.17697460063436
road_01292,489126582,cycleway,,0,,B,B,,,"LINESTRING (193065.823275 676176.621935, 193060.817234 676162.851002, 193059.297353 676158.663214, 193057.770749 676151.891647, 193057.258178 676147.002616, 193057.141829 676142.156911, 193058.126066 676132.584318)",34.92454699950946,32.17860920063355
road_01293,489126583,cycleway,,0,,B,B,,,"LINESTRING (193084.308497 676256.516372, 193084.579957 676252.10214, 193086.073785 676249.902584, 193087.470479 676246.616533, 193088.360722 676244.418545, 193089.061307 676241.821838, 193088.252437 676239.040534, 193083.83621 676234.461056, 193079.52236 676232.986307, 193075.148147 676230.059023, 193068.391337 676224.842459, 193063.343474 676220.364435, 193057.587813 676212.084638, 193055.33266 676208.031834, 193055.012832 676197.475688, 193055.455282 676193.537849, 193056.806693 676190.972714, 193059.213724 676188.14978, 193060.455109 676186.793661, 193061.450535 676185.149861, 193063.000522 676182.783816, 193065.742433 676178.174642, 193065.823275 676176.621935)",34.92464159950949,32.1792062006335
road_01294,498865621,service,,0,,B,B,,,"LINESTRING (189767.181047 677874.128454, 189785.515006 677878.299831, 189804.754666 677879.407941)",34.88978139951175,32.19403480062984
road_01295,499512417,footway,,0,,B,B,,,"LINESTRING (193796.334826 676337.937969, 193788.851601 676302.626522)",34.9323570995093,32.18024290063385
road_01296,515536704,tertiary,הגליל,0,,F,F,,,"LINESTRING (192632.224283 676686.312753, 192625.208066 676675.69669, 192623.266385 676668.959546, 192618.069764 676651.019756, 192606.89169 676607.246698)",34.91985479950994,32.183038700632814
road_01297,515536705,footway,,0,,B,B,,,"LINESTRING (192636.222037 676589.659164, 192611.876608 676595.057486)",34.92004899950989,32.182485800632875
road_01298,515536706,service,,0,,B,B,,,"LINESTRING (192614.591145 676605.174811, 192606.89169 676607.246698)",34.9198191995099,32.18262520063285
road_01299,515536708,service,,0,,B,B,,,"LINESTRING (192596.570305 676537.999327, 192589.049194 676539.771345)",34.91962999950987,32.182019000632906
road_01300,515536709,tertiary,הגליל,0,,F,F,,,"LINESTRING (192596.570305 676537.999327, 192611.876608 676595.057486, 192614.591145 676605.174811)",34.919790699509896,32.18253390063286
road_01301,515536710,tertiary,הגליל,0,,F,F,,,"LINESTRING (192589.049194 676539.771345, 192585.715331 676527.282563, 192584.005636 676519.136475, 192581.847141 676508.895705)",34.919515199509874,32.18192210063292
road_01302,515536711,service,,0,,B,B,,,"LINESTRING (192589.049194 676539.771345, 192574.527023 676543.824125)",34.91939609950988,32.18207100063288
road_01303,515536712,service,,0,,B,B,,,"LINESTRING (192606.89169 676607.246698, 192471.204764 676647.361713)",34.919737499509914,32.18264370063283
road_01304,515536713,tertiary,הגליל,0,,F,F,,,"LINESTRING (192606.89169 676607.246698, 192601.061224 676585.017046, 192589.049194 676539.771345)",34.91967629950988,32.18244310063285
road_01305,515536714,tertiary,הגליל,0,,F,F,,,"LINESTRING (192614.591145 676605.174811, 192628.001814 676655.151967, 192631.400867 676667.36336, 192633.086127 676673.424737, 192632.224283 676686.312753)",34.91995999950995,32.18307620063281
road_01306,515538275,residential,האגוז,0,,B,B,,,"LINESTRING (191314.723902 676589.92266, 191420.221901 676561.053515)",34.906036399510356,32.18245590063203
road_01307,515538276,pedestrian,האגוז,0,,B,B,,,"LINESTRING (191293.473592 676595.736962, 191300.475355 676593.821261, 191307.693873 676591.849518, 191314.723902 676589.92266)",34.90596179951037,32.18247310063202
road_01308,515538277,service,,0,,B,B,,,"LINESTRING (191780.255937 676731.571926, 191776.506847 676715.868638)",34.910929299510286,32.18360310063221
road_01309,516605129,footway,,0,,B,B,,,"LINESTRING (193880.260732 676539.750195, 193855.740132 676476.015523)",34.933241599509415,32.182064700633724
road_01310,520214854,footway,,0,,B,B,,,"LINESTRING (194298.74535 676608.910061, 194300.673417 676614.405552, 194325.43449 676677.497513)",34.937697499509305,32.18274740063393
road_01311,521001905,residential,נחשון,0,,F,F,,,"LINESTRING (191136.188851 675785.404053, 191211.237853 675765.855219, 191264.841761 675750.436253, 191394.884635 675713.015522, 191413.56324 675707.641046, 191517.766106 675677.667695)",34.90553219950983,32.1748844006328
road_01312,521231426,secondary_link,נעמי שמר,0,,F,F,,,"LINESTRING (189943.31565 677475.086418, 189952.327937 677464.403367, 189961.401691 677455.394633, 189973.602043 677444.946297, 189989.576599 677438.490253, 190004.448101 677435.364232, 190020.224403 677435.318437, 190037.945326 677439.225911, 190047.14952 677442.647997, 190055.75691 677448.389488, 190063.630426 677454.709757, 190069.581707 677461.54571, 190073.629324 677468.797484, 190084.735037 677506.901472, 190088.406041 677514.365041, 190091.550756 677519.190877, 190094.926657 677522.441363, 190099.470061 677525.067469, 190104.471997 677526.472425, 190111.084094 677527.063205)",34.89247189951137,32.190082000630426
road_01313,521931315,service,,0,,B,B,,,"LINESTRING (193640.486384 676860.138536, 193603.568159 676868.427512)",34.9306904995097,32.18494840063326
road_01314,524649233,service,,0,,B,B,,,"LINESTRING (193273.047441 675662.22012, 193262.247558 675632.728398)",34.92682699950905,32.174137400634145
road_01315,525328798,service,,0,,B,B,,,"LINESTRING (189804.754666 677879.407941, 189804.968285 677907.319145, 189797.859836 677911.043765, 189787.420659 677910.830334, 189783.196714 677907.782038, 189785.515006 677878.299831)",34.88991129951177,32.194330400629795
road_01316,527659257,footway,,0,,B,B,,,"LINESTRING (193112.028176 676013.766986, 193114.734676 676010.02288, 193116.486299 676009.0203, 193118.932611 676006.773921, 193120.784094 676004.274033, 193122.371272 676001.686117, 193123.573035 675999.587129, 193124.716542 675996.845115, 193125.661591 675993.948367, 193127.198882 675990.307102, 193127.943833 675986.623535, 193128.437217 675984.127172, 193128.686195 675981.941942, 193129.42557 675979.744351, 193130.525549 675978.399697, 193131.569947 675977.443312, 193131.969826 675975.257691, 193131.917492 675973.26176, 193132.61023 675971.263897, 193133.001684 675969.466422, 193133.901681 675967.379307, 193134.698825 675965.636226, 193135.615701 675962.783909)",34.92527159950933,32.17709260063375
road_01317,527659258,footway,,0,,B,B,,,"LINESTRING (193058.126066 676132.584318, 193058.961917 676127.603065, 193060.752622 676123.50647, 193062.041949 676118.823448, 193064.027625 676113.539796, 193065.317445 676109.045291, 193067.012317 676104.361215, 193068.50227 676100.664617, 193069.595625 676096.780533, 193071.489074 676092.295548, 193073.580291 676087.699158, 193076.265703 676083.112312, 193078.65953 676078.825635, 193081.250087 676074.028341, 193083.540175 676069.741935, 193085.240478 676067.14263, 193087.232401 676064.254246, 193090.520645 676059.366429, 193094.410387 676053.667533, 193098.30094 676048.279137, 193101.298901 676044.190503, 193105.283255 676038.602259, 193107.887931 676035.601396, 193111.776166 676029.314781, 193115.062621 676023.728353, 193117.455931 676019.230991, 193117.040055 676015.251027, 193115.735175 676013.95697, 193112.028176 676013.766986)",34.92482459950938,32.17778450063366
road_01318,529088101,motorway_link,,0,,F,F,,,"LINESTRING (190770.919727 675336.759712, 190700.478274 675358.827067, 190655.470286 675372.572298, 190601.590894 675387.695837, 190529.192802 675408.028936, 190481.602679 675419.087608, 190411.973538 675433.850296)",34.89851089950982,32.171596500632695
road_01319,529088102,primary_link,,0,,F,F,,,"LINESTRING (190770.919727 675336.759712, 190726.446685 675356.291716, 190678.284227 675375.224465, 190657.639948 675382.657382, 190636.089895 675389.970932, 190571.599155 675408.207584, 190537.318975 675416.511256, 190473.474838 675429.856322, 190410.131631 675446.804375, 190342.681261 675462.178837, 190288.98209 675474.086394)",34.89782859950986,32.17185470063264
road_01320,532152343,footway,,0,,B,B,,,"LINESTRING (193728.851978 676354.953423, 193728.902045 676300.305433, 193732.900387 676300.140047)",34.931643099509294,32.17990200063384
road_01321,533256643,footway,זליוונסקי,0,,B,B,,,"LINESTRING (189861.955227 678277.014998, 189861.575386 678272.868697, 189851.756786 678165.341959, 189843.925182 678079.58888, 189843.779079 678077.992443, 189843.45758 678074.455887, 189839.901999 678035.476199)",34.89047499951192,32.196625000629595
road_01322,533256644,footway,,0,,B,B,,,"LINESTRING (189861.955227 678277.014998, 189865.358478 678318.778571)",34.89061449951202,32.19800900062946
road_01323,533330621,footway,,0,,B,B,,,"LINESTRING (189915.135875 678160.388719, 189851.756786 678165.341959)",34.8911472995119,32.196582000629654
road_01324,533330622,footway,,0,,B,B,,,"LINESTRING (189916.049746 678027.40286, 189892.698785 678029.411538)",34.891161099511805,32.19538280062977
road_01325,533330623,footway,חיימוביץ',0,,B,B,,,"LINESTRING (189892.698785 678029.411538, 189884.535612 678030.355753, 189873.619931 678031.607414, 189839.901999 678035.476199, 189833.562592 678040.972842, 189789.058336 678045.161632)",34.89035329951185,32.19545360062972
road_01326,533336192,service,,0,,B,B,,,"LINESTRING (193473.918323 675362.161171, 193478.874909 675360.363116, 193494.752891 675354.578266)",34.92901749950879,32.17142010063458
road_01327,533336193,service,,0,,B,B,,,"LINESTRING (193438.383722 675375.093535, 193473.918323 675362.161171)",34.92858779950879,32.17155200063454
road_01328,533336195,service,,0,,B,B,,,"LINESTRING (193320.161862 675418.124112, 193324.383369 675416.582927, 193333.778144 675413.165436, 193348.93983 675407.648341, 193364.864796 675401.852076, 193380.478816 675396.167527, 193395.574586 675390.67285, 193410.57614 675385.211705, 193424.512907 675380.141436, 193432.268115 675377.315972, 193438.383722 675375.093535)",34.92797329950883,32.17174070063447
road_01329,533336197,service,,0,,B,B,,,"LINESTRING (193286.832629 675430.252907, 193302.889456 675424.411847, 193320.161862 675418.124112)",34.92714989950888,32.1719936006344
road_01330,533336199,service,,0,,B,B,,,"LINESTRING (193232.348201 675311.084307, 193226.475221 675312.297119, 193214.889608 675314.72234, 193211.234762 675316.561515, 193194.621355 675318.766885, 193189.014104 675316.962757, 193185.917103 675312.036056, 193183.107391 675308.783089, 193177.514645 675308.941726)",34.92618109950885,32.17101890063445
road_01331,533336200,service,,0,,F,F,,,"LINESTRING (193177.514645 675308.941726, 193170.714042 675308.881709, 193160.086479 675306.114744, 193155.703351 675303.531216, 193148.719117 675298.126672, 193146.630871 675296.668303, 193141.747125 675293.808847)",34.92563909950885,32.17092350063444
road_01332,534226899,footway,,0,,B,B,,,"LINESTRING (189892.426434 677542.643867, 189894.546147 677543.86022, 189900.568179 677549.065739, 189904.75219 677551.315768, 189907.775303 677559.690485)",34.891011699511495,32.19106890063023
road_01333,538037889,service,,0,,B,B,,,"LINESTRING (189892.792573 678569.350716, 189890.336306 678551.559497, 189889.339432 678529.816222, 189887.248971 678511.369668, 189886.233923 678493.097407, 189878.380798 678399.792495, 189900.262847 678398.775006, 189907.605378 678491.660027)",34.890830499512134,32.199581500629314
road_01334,538037890,service,,0,,B,B,,,"LINESTRING (189886.233923 678493.097407, 189907.605378 678491.660027, 189947.211139 678489.714945, 189948.254622 678508.075842, 189948.701451 678515.814896, 189949.337271 678526.935646, 189950.420239 678545.906342, 189951.413889 678563.346971, 189892.792573 678569.350716)",34.89149869951212,32.1998883006293
road_01335,538037891,service,,0,,B,B,,,"LINESTRING (189890.336306 678551.559497, 189950.420239 678545.906342)",34.89150959951213,32.20005940062932
road_01336,538037892,service,,0,,B,B,,,"LINESTRING (189889.339432 678529.816222, 189949.337271 678526.935646)",34.89086229951214,32.199912700629284
road_01337,538037893,service,,0,,B,B,,,"LINESTRING (189887.248971 678511.369668, 189948.254622 678508.075842)",34.89148779951211,32.19971820062935
road_01338,538037894,footway,,0,,B,B,,,"LINESTRING (189947.211139 678489.714945, 189946.74233 678474.424121, 189953.360701 678474.138718, 189965.023029 678473.650128)",34.8915429995121,32.19941230062937
road_01339,538168064,residential,שיינפיין,0,,B,B,,,"LINESTRING (189896.58161 677863.692454, 189897.59798 677882.408268, 189900.17897 677930.00721)",34.89096989951172,32.194074800629906
road_01340,545221565,trunk_link,,0,,F,F,,,"LINESTRING (193679.255057 675594.001698, 193687.544369 675571.258784)",34.931135699508864,32.17353160063447
road_01341,545221569,residential,,0,,B,B,,,"LINESTRING (193672.594939 675612.038641, 193671.478008 675610.466805, 193670.224921 675607.276285, 193670.018179 675603.861322, 193670.868062 675600.554568, 193672.690446 675597.655645, 193675.316295 675595.453304, 193677.219175 675594.539152, 193679.255057 675594.001698, 193682.688116 675593.970801, 193685.963484 675594.982696, 193688.769662 675596.938368, 193690.311691 675598.775268, 193691.791301 675602.031751, 193692.149307 675605.59049, 193691.347026 675609.07455, 193689.919753 675611.573254, 193687.8783 675613.629947, 193685.288378 675615.122482, 193682.385327 675615.872833, 193679.385933 675615.825003, 193676.516553 675614.978419, 193673.965989 675613.399135, 193672.594939 675612.038641)",34.93116829950889,32.17372890063446
road_01342,545726156,residential,המוביל,0,,F,F,,,"LINESTRING (193674.897307 675668.144384, 193677.889191 675661.527593, 193679.834061 675654.869105, 193681.147947 675648.578165, 193681.073616 675641.592128, 193680.476886 675633.165816, 193678.24784 675624.488596, 193673.965989 675613.399135)",34.931153699508904,32.17396080063444
road_01343,545726158,residential,,0,,B,B,,,"LINESTRING (193690.435459 675677.253557, 193689.529043 675680.582633, 193687.527245 675683.393294, 193684.6839 675685.363311, 193681.328465 675686.236793, 193678.224893 675686.0118, 193675.335825 675684.832589, 193672.953975 675682.831485, 193671.306152 675680.185341, 193670.562828 675677.170954, 193670.893574 675673.710268, 193672.27221 675670.635044, 193674.897307 675668.144384, 193678.081572 675666.716873, 193680.6085 675666.422135, 193683.12763 675666.770594, 193686.262655 675668.237503, 193688.702221 675670.682033, 193690.153217 675673.816607, 193690.435459 675677.253557)",34.93114809950892,32.17418470063442
road_01344,545726159,residential,המוביל,0,,F,F,,,"LINESTRING (193687.8783 675613.629947, 193686.178808 675624.069244, 193687.529779 675658.387034, 193688.702221 675670.682033)",34.9312216995089,32.174112400634435
road_01345,548840045,service,,0,,F,F,,,"LINESTRING (193771.995007 674306.971701, 193749.45374 674319.470851, 193688.542024 674355.221654, 193604.799731 674404.382356, 193536.87827 674450.354022, 193498.995835 674476.000379, 193432.855028 674520.770565, 193427.71031 674511.890188, 193528.768001 674440.017387, 193601.664512 674388.177886, 193680.281392 674341.358907, 193763.533022 674291.78978, 193771.995007 674306.971701)",34.93037839950811,32.16280220063556
road_01346,551147252,service,,0,,F,F,,,"LINESTRING (190564.203813 677206.545586, 190509.320846 677154.016762, 190438.937265 677082.902529, 190435.501188 677081.703624, 190431.457378 677082.336194, 190426.273933 677083.471046)",34.897479199511025,32.187522300630974
road_01347,554713986,path,,0,,B,B,,,"LINESTRING (192340.14813 675370.427199, 192348.563743 675399.558377, 192365.969759 675404.657324, 192380.605606 675403.742222, 192431.470819 675389.212818, 192527.902352 675360.690029)",34.91791179950917,32.171655600633876
road_01348,554713987,cycleway,,0,,B,B,,yes,"LINESTRING (191057.244311 676226.02432, 191077.967267 676328.17628, 191098.301482 676395.985859)",34.90353369951027,32.18008960063213
road_01349,563209163,service,,0,,B,B,,,"LINESTRING (190062.64155 677780.538927, 190112.638516 677777.510927)",34.893253599511574,32.19313450063014
road_01350,563209164,footway,אברוצקי,0,,B,B,,,"LINESTRING (189998.661429 677910.547237, 189998.504469 677908.451811, 189989.78614 677793.004036)",34.892039199511714,32.19431230062994
road_01351,563209165,footway,סוסנובסקי,0,,B,B,,,"LINESTRING (190034.872905 678018.452122, 190006.977027 678020.506991)",34.89212559951178,32.19532300062985
road_01352,563209166,footway,זליוונסקי,0,,B,B,,,"LINESTRING (189979.029012 677793.745012, 189989.78614 677793.004036, 190063.379734 677787.966631)",34.891950299511635,32.19327100063005
road_01353,563214642,footway,זליוונסקי,0,,B,B,,,"LINESTRING (189839.901999 678035.476199, 189838.946078 678027.805178, 189829.876132 678028.219797, 189821.498508 677936.413572)",34.89024719951184,32.195387900629704
road_01354,563214643,cycleway,אוסטרובסקי,0,,B,B,,,"LINESTRING (190139.96135 677929.289054, 190145.476094 677928.751916, 190236.408266 677919.92856, 190335.74852 677909.972942, 190465.512019 677894.541879)",34.89561559951158,32.19433480063015
road_01355,563223684,footway,,0,,B,B,,,"LINESTRING (189895.246938 677589.032325, 189904.409212 677585.715831, 190059.986853 677560.845061, 190067.704182 677562.109058, 190076.084872 677564.502249, 190081.478778 677567.757974, 190083.76633 677572.918971, 190082.859264 677588.579712, 190079.91155 677596.417306, 190075.612426 677603.238599, 190073.772668 677606.171508, 190078.265463 677617.380882, 190067.510159 677648.107269, 190046.078292 677665.10278, 190048.935781 677668.443469, 190051.982539 677672.016485, 190058.993848 677680.235524, 190064.143457 677683.813538, 190116.323877 677675.888845, 190132.349066 677690.30297, 190146.333196 677703.270317, 190152.501746 677707.045039)",34.89284669951147,32.19158840063029
