generator_id,osm_id,generator_type,name,base_risk_score,route_review_priority_score,straight_nearest_crossing_id,straight_nearest_crossing_m,route_nearest_crossing_id,route_nearest_crossing_m,straight_distance_to_route_crossing_m,route_vs_straight_ratio,route_gap_m,reachable_crossings,generator_network_attach_m,generator_network_road_id,generator_network_road_class,crossing_network_attach_m,crossing_network_road_id,crossing_network_road_class,network_status,network_flags,data_quality_flags,review_wording,geometry_wkt,lon,lat
gen_0095,1803036325,bus_stop,זמיר/נחליאלי,35,55,cross_0022,331.9,cross_0022,345.2,331.9,1.04,13.3,334,5.2,road_00765,cycleway,0.0,road_01207,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193422.922636 677024.882212),34.92837899950991,32.18642900063296
gen_0055,1803011413,bus_stop,דרך קדומים/חטיבת הנח״ל,35,55,cross_0207,252.0,cross_0207,301.0,252.0,1.19,49.0,334,6.7,road_01577,residential,0.0,road_01859,residential,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193991.60145 676509.895105),34.934422999509366,32.181798000633805
gen_0297,414496679,park,,35,55,cross_0207,223.4,cross_0207,298.4,223.4,1.34,75.0,334,3.6,road_01230,footway,0.0,road_01859,residential,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193970.1883 676473.676037),34.934196909645344,32.181470901839994
gen_0386,452934757,school,בית ספר יסודי דבורה עומר,35,55,cross_0022,154.1,cross_0022,275.2,154.1,1.79,121.1,334,31.3,road_01267,footway,0.0,road_01207,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193304.971888 676828.277213),34.927133619222154,32.18465333517367
gen_0368,130176812,school,,50,55,cross_0115,139.9,cross_0032,181.7,151.2,1.20,41.8,334,51.6,road_00566,service,0.0,road_00559,tertiary,ok,"[""generator_far_from_network_proxy""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191759.42535 676866.087381),34.91074382407883,32.18495730989354
gen_0385,397847647,school,בן גוריון,50,55,cross_0079,105.6,cross_0079,143.3,105.6,1.36,37.7,334,50.8,road_00112,residential,0.0,road_00112,residential,ok,"[""generator_far_from_network_proxy""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191040.403404 676567.283468),34.90312829916961,32.18224485241897
gen_0381,396196716,school,,50,55,cross_0152,75.3,cross_0152,114.9,75.3,1.53,39.6,334,38.2,road_00049,tertiary,0.0,road_00056,residential,ok,"[""generator_far_from_network_proxy""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190390.667629 675884.69282),34.89625953978074,32.17607285195998
gen_0375,232412569,school,בית ספר גורדון,50,55,cross_0178,62.5,cross_0179,109.0,64.0,1.70,46.5,334,46.4,road_00023,residential,0.0,road_00064,tertiary,ok,"[""generator_far_from_network_proxy""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192514.761828 676066.87805),34.91877580466698,32.17776860196911
gen_0365,1219588375,school,מרכז ספורט אלון,50,55,cross_0152,59.4,cross_0152,99.9,59.4,1.68,40.5,334,44.5,road_00049,tertiary,0.0,road_00056,residential,ok,"[""generator_far_from_network_proxy""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190412.849958 675885.854534),34.896494699510214,32.17608390063212
gen_0293,404613899,park,,50,50,cross_0026,213.3,cross_0018,241.1,219.7,1.10,27.8,334,15.6,road_01203,footway,0.0,road_01146,footway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193870.60251 676386.752055),34.933143278872784,32.180684784314884
gen_0342,3514907876,playground,,50,50,cross_0191,135.7,cross_0191,226.7,135.7,1.67,91.0,334,11.9,road_01108,footway,0.0,road_01129,secondary_link,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (189972.932566 677782.340733),34.89177189951164,32.19317440063006
gen_0333,2211335821,playground,,50,50,cross_0264,129.6,cross_0295,218.8,142.1,1.54,89.2,334,9.0,road_00434,path,0.0,road_02383,secondary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192453.921709 675663.323883),34.91814209950933,32.17412800063364
gen_0328,1334229173,playground,,50,50,cross_0079,162.3,cross_0079,218.0,162.3,1.34,55.7,334,7.9,road_00962,path,0.0,road_00112,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190954.747008 676479.296042),34.90222265975495,32.18144924081366
gen_0182,232410368,community_centre,מרכז ספיר,50,50,cross_0290,116.7,cross_0290,204.3,116.7,1.75,87.6,334,29.9,road_01142,path,0.0,road_00114,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191263.768744 676079.685651),34.905511124937,32.17785345290395
gen_0387,5173163226,school,תיכון רבין,35,50,cross_0039,105.7,cross_0039,201.2,105.7,1.90,95.5,334,40.7,road_00370,path,0.0,road_00904,secondary_link,ok,"[""generator_far_from_network_proxy"", ""high_network_detour_ratio""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191872.811526 676843.709767),34.91194679951034,32.18475830063213
gen_0253,232404700,park,,50,50,cross_0180,132.3,cross_0180,199.2,132.3,1.51,66.9,334,8.7,road_00068,path,0.0,road_00064,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192400.13222 676288.196816),34.91755412733079,32.17976164410842
gen_0332,1536822421,playground,,50,50,cross_0180,134.8,cross_0180,198.3,134.8,1.47,63.5,334,6.7,road_00077,footway,0.0,road_00064,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192384.800252 676272.608103),34.91739199950977,32.179620700633
gen_0360,894686536,playground,,50,50,cross_0127,117.7,cross_0127,196.6,117.7,1.67,78.9,334,19.3,road_02485,footway,0.0,road_00761,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191148.557497 676070.226036),34.90428981724769,32.177765256585786
gen_0384,397366676,school,,50,50,cross_0070,116.4,cross_0072,181.3,128.1,1.42,64.9,334,22.4,road_01490,footway,0.0,road_00082,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191564.25992 676877.850231),34.908673976105696,32.18505856230948
gen_0132,1803077909,bus_stop,קדומים/המוביל,50,50,cross_0031,128.4,cross_0031,178.8,128.4,1.39,50.4,334,6.8,road_01577,residential,0.0,road_00030,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193738.057888 676582.426255),34.93173259950949,32.182446300633586
gen_0268,232410380,park,,50,50,cross_0059,139.7,cross_0059,175.7,139.7,1.26,36.0,334,8.5,road_01815,path,0.0,road_00797,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190848.380747 676138.236233),34.9011050072855,32.17837096234593
gen_0329,1334229211,playground,,50,50,cross_0136,132.8,cross_0136,174.3,132.8,1.31,41.5,334,13.6,road_01761,footway,0.0,road_00009,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191176.618864 676321.2746),34.90457993409128,32.180029846856606
gen_0236,130176808,park,,50,50,cross_0162,133.0,cross_0162,173.7,133.0,1.31,40.7,334,7.0,road_01857,path,0.0,road_00063,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191892.419972 675546.200339),34.91219209341576,32.17305820110648
gen_0233,129490166,park,גן אלתרמן,50,50,cross_0167,134.5,cross_0001,169.9,141.6,1.20,35.4,334,18.7,road_00384,cycleway,0.0,road_00386,cycleway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191978.782763 675855.983202),34.91309886066872,32.175853850850295
gen_0262,232410358,park,,50,50,cross_0077,117.6,cross_0077,154.5,117.6,1.31,36.9,334,7.9,road_02296,footway,0.0,road_00631,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191240.288863 676421.167505),34.905252099319924,32.180932250904625
gen_0391,9627577509,school,בית ספר גוונים,50,50,cross_0178,139.0,cross_0178,151.6,139.0,1.09,12.6,334,14.4,road_00716,footway,0.0,road_00719,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192324.233931 676117.43137),34.91675419950969,32.17821990063313
gen_0314,77766967,park,,50,50,cross_0180,115.4,cross_0180,150.4,115.4,1.30,35.0,334,12.7,road_00075,footway,0.0,road_00064,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192612.314602 676209.848383),34.919806149347245,32.179060200944846
gen_0221,1064169112,park,,50,50,cross_0211,44.0,cross_0206,145.0,109.0,1.33,101.0,334,1.9,road_00972,footway,0.0,road_01554,pedestrian,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193412.798055 676319.299479),34.92829084248452,32.1800660123844
gen_0051,1803006839,bus_stop,דרך המוביל/דוכיפת,50,50,cross_0031,129.8,cross_0031,141.6,129.8,1.09,11.8,334,0.1,road_02340,footway,0.0,road_00030,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193645.387407 676803.415557),34.93074399950967,32.18443700063332
gen_0258,232408780,park,,50,50,cross_0162,86.8,cross_0161,138.0,99.8,1.38,51.2,334,8.9,road_00708,cycleway,0.0,road_00952,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191969.118618 675611.930644),34.913003401586145,32.1736528149755
gen_0014,1802987065,bus_stop,אז״ר/פרופ׳ דינור,50,50,cross_0184,132.1,cross_0184,137.5,132.1,1.04,5.4,334,5.6,road_00202,tertiary,0.0,road_00202,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192436.632502 676541.418074),34.91793399950993,32.18204600063279
gen_0269,232410383,park,,50,50,cross_0136,101.5,cross_0136,132.7,101.5,1.31,31.2,334,11.3,road_02300,pedestrian,0.0,road_00009,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191200.021836 676297.724193),34.90482877758277,32.179818063903596
gen_0100,1803041738,bus_stop,מכבי אש/טשרניחובסקי,50,50,cross_0102,63.2,cross_0105,132.3,129.2,1.02,69.1,334,3.1,road_00664,primary,0.0,road_00664,primary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190358.629888 676274.478728),34.89590799951049,32.1795870006317
gen_0290,399648929,park,,50,50,cross_0027,91.3,cross_0027,131.9,91.3,1.44,40.6,334,16.6,road_02039,path,0.0,road_00969,footway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194124.608752 676152.337822),34.93584280796679,32.178576644598245
gen_0331,1385646707,playground,גן אלתרמן,50,50,cross_0001,100.9,cross_0001,130.9,100.9,1.30,30.0,334,20.6,road_00384,cycleway,0.0,road_00386,cycleway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191991.614945 675894.954945),34.91323379950967,32.17620560063311
gen_0257,232404708,park,גן המפלס,50,50,cross_0172,62.7,cross_0172,130.7,62.7,2.08,68.0,334,10.7,road_00690,cycleway,0.0,road_00101,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192245.468756 675981.538123),34.91592290980389,32.176992550586945
gen_0220,9683192256,kindergarten,הבית הקסום,50,50,cross_0290,110.6,cross_0290,128.2,110.6,1.16,17.6,334,19.0,road_00114,residential,0.0,road_00114,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191235.135465 676083.962278),34.905207399510054,32.17789130063245
gen_0346,427010429,playground,,50,50,cross_0180,102.3,cross_0180,127.8,102.3,1.25,25.5,334,7.5,road_00075,footway,0.0,road_00064,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192599.727643 676202.296594),34.91967289950965,32.17899180063323
gen_0255,232404705,park,,50,50,cross_0159,78.9,cross_0160,125.7,88.4,1.42,46.8,334,22.0,road_00769,path,0.0,road_00441,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191931.0371 675426.12999),34.9126049827057,32.171976383895924
gen_0271,232410481,park,,50,50,cross_0155,88.6,cross_0155,125.0,88.6,1.41,36.4,334,0.9,road_00801,path,0.0,road_00054,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190811.747446 675823.325737),34.90072600589181,32.17553025705218
gen_0334,2211335826,playground,,50,50,cross_0174,61.8,cross_0173,123.7,90.9,1.36,61.9,334,7.2,road_00689,path,0.0,road_00100,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192351.533255 675851.06078),34.91705119950952,32.1758185006334
gen_0119,1803062458,bus_stop,בי״ח מאיר/ד״ר משה סנה,50,50,cross_0015,106.6,cross_0015,123.7,106.6,1.16,17.1,334,1.9,road_01760,cycleway,0.0,road_01011,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190558.615035 676654.824456),34.89801699951068,32.18302200063148
gen_0118,1803062453,bus_stop,מדרשית נעם/ד״ר משה סנה,50,50,cross_0202,119.8,cross_0202,123.3,119.8,1.03,3.5,334,3.8,road_01760,cycleway,0.0,road_00880,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190382.21508 676902.398006),34.8961389995109,32.18525000063114
